,0
543,"(CNN) -- David Villa scores a dramatic injury time winner to give Spain a 2-1 victory over Sweden in Innsbruck to put them in the quarterfinals of Euro 2008 by finishing top of Group D.David Villa leads the race for the Golden Boot after his fourth tournament goal saw Spain defeat Sweden 2-1.The match had looked set to end in a draw after Zlatan Ibrahimovic had equalized following Fernando Torres' 15th-minute goal.However, a long ball out of defense dropped kindly for Villa and the striker slipped the ball to the left of goalkeeper Andreas Isaksson for his fourth goal of the tournament.The result leaves Spain with six points in Group D, three more than Sweden and Russia and certain of top spot after beating both those teams.Torres had put Spain in front when he lunged at a pass from David Silva, with his right foot outstretched, to touch the ball past Isaksson.Sweden veteran Henrik Larsson had shot over the bar and Johan Elmander, who scored against Spain in a qualifying match for Euro 2008, missed two chances before Fredrik Stoor curled a pass from the right to Ibrahimovic in the area in the 34th minute.The Inter Milan striker turned away from marker Sergio Ramos and hit a low shot that just made it under goalkeeper Iker Casillas.Spain controlled early on and it was no surprise when Torres put them ahead with his first goal of the tournament."
544,"One or more Israeli pilots in Iranian hands would sharply increase the risk of further escalation by either the United States or Israel.Of more general significance, the markets would realize that some two million barrels a day of Iranian oil were now removed from the world market for an indeterminate period of time, and the price of oil would jump.
The greatest threat might well be the first year or more after an attack, particularly if a major economic crisis was accompanied by growing evidence that Iran had proceeded underground and out of sight of the international community to produce a nuclear weapon.That would make our present situation, before any attack, look wonderfully attractive by comparison.The opinions expressed in this commentary are solely those of Gary Sick."
545,"(CNN) -- An American woman teaching English in Japan has been found dead, her family said Monday.Taylor Anderson, 24, had been missing since the tsunami struck earlier this month.
She'd been teaching in Ishinomaki, Japan for the last three years, according to her parents.Ishinomaki, a city in Miyagi Prefecture, was hit hard by the 9.0-magnitude earthquake and tsunami.The disaster has killed more than 8,800 people and left close to 13,000 missing, many of them killed as a wall of water rushed in following the quake.
Her parents said she loved Japan, the culture and children.Some of her fellow teachers in Japan told CNN that Anderson hopped on her bike after the quake and likely tried to pedal home."
546,"John McCain is in Canada on Friday, while Sen. Barack Obama talks to Democratic governors.Obama, speaking to Democratic governors in Chicago, Illinois, hit McCain hard for his support of the gas tax ""holiday"" as well as drilling off the U.S. coasts.Obama told the 16 governors attending an economic summit at the Chicago History Museum that McCain ""has essentially embraced"" President Bush's energy policy.
""Also Friday, the Obama camp announced he would make a campaign appearance with Sen. Hillary Clinton on June 27.The campaigning will follow a Democratic fundraiser Thursday that will mark the first time the former rivals have appeared together publicly since the New York senator ended her presidential bid."
547,"(CNN) -- Argentina football coach Diego Maradona has undergone plastic surgery on his face after being bitten by one of his dogs.The 49-year-old was admitted to the Sanatorio Los Arcos clinic in Buenos Aires on Monday after suffering an injury to his top lip, hospital spokesperson Izarriaga Facundo told CNN.He is doing well after undergoing reconstructive surgery last night and will be discharged later on Tuesday, the spokesperson added.Maradona spent several weeks in the same clinic in 2007 after developing serious health problems.Is Messi better than Maradona?His career has been interspersed with moments of glory and controversy.In 1986 he scored an infamous ""Hand of God"" goal against England on the way to inspiring Argentina to World Cup victory.He was suspended from football for 15 months in 1991 after failing a doping test for cocaine while playing for Napoli in Italy, and was sent home from the 1994 World Cup in the U.S. for using ephedrine.Since retiring from playing aged 37, he has battled several health problems related to his weight, drugs and alcohol.Maradona's Argentina side made a disappointing start to their World Cup campaign before qualifying for the finals in South Africa via a late goal against Uruguay in their last game in October.Following the victory, Maradona unleashed an obscene tirade at journalists and was banned for two months."
548,"Redwood City, California (CNN) -- Video gamers who want to train for the next ""Legend of Zelda"" may want to enroll in fencing classes.The realistic swordplay in ""The Legend of Zelda: Skyward Sword"" for the Wii console will become central to the series, according to Nintendo executives who produce the games.
""In some games, the people or developers are looking into more photorealistic games,"" Shigeru Miyamoto, the famed game designer who created the ""Zelda"" series, told CNN in a recent interview.
""Starting actually from the 'Ocarina of Time,' the developers were more eager to make more sophisticated movements of the sword competition."
549,"(CNN) -- Heavy rains doused most of a wildfire that had damaged more than 35 buildings near the Tennessee resort town of Pigeon Forge, allowing authorities Monday to take firefighters off the line.Only five acres were still burning Monday evening, Tennessee Emergency Management Agency Director James Bassham told CNN affiliate WATE.A small crew remained in the area to monitor hot spots, the station said.Earlier, authorities had evacuated more homes as high winds fanned the wildfire and caused problems for helicopters sent in to help fight the flames.Authorities were evacuating more residents as the fire threatened 15 to 20 homes in the Priscilla Heights area of Sevier County, Tennessee, Dean Flener of the Tennessee Emergency Management Agency said.About 150 people were evacuated Sunday and the American Red Cross opened a shelter at the Pigeon Forge Community Center."
550,"Instead, take an UnNap Nap using the paradoxical relaxation technique.Careerbuilder.com: What does your cubicle say about you?UnNap Naps can be taken in a very short time, one to three minutes, though you can certainly take longer ones.Where and when you can take an UnNap Nap: Anywhere, any timeWhat it is: It's all about paying attention to muscle tension -- that's it.Why it is ""paradoxical"" relaxation?
What about the rest of your body?Here's where the paradox comes in -- with all your attention focused on one spot, the rest of the body relaxes.Now, sense other muscles on your face or head that are tense."
551,"Its claim to the title of best basketball team ever has remained virtually unchallenged for two decades.That is, until last week, when Lakers guard Kobe Bryant suggested this year's Olympic team, featuring himself along with NBA superstars LeBron James and Kevin Durant, could beat the heralded Dream Team.Suffice it to say, Bryant's assertion shook up the sports world.The vigorous responses on ESPN, talk radio and in cyberspace are fierce rebukes directed at the five-time champion for declaring what many commentators, bloggers and pundits deem blasphemous.Michael Jordan laughed when recalling Bryant's statement, telling reporters that his Dream Team was too smart and too good to lose to this current contingent of NBA youngsters."
552,"(CNN) -- Some might say that Scott Schreck ruined his family's vacation, but he also redeemed himself.The father's wrong turn got his family lost in the Florida Everglades, but his outdoor skills helped steer rescuers to their location.The Schreck family -- Scott, Carrie and their three young boys -- spent a night in the swampy wilderness Thursday in an ecosystem home to alligators, snakes and mosquitoes.The five passengers had set out that day for a tour in the Everglades in a borrowed airboat, but a wrong turn placed them in an unplanned adventure.The airboat became stuck in vegetation and couldn't be turned around."
553,"Shakil Afridi, who is in prison awaiting a new trial in connection with the killing of bin Laden, has been accused of performing an appendectomy in 2006 on a boy who died from complications, according to a criminal complaint in Pakistan filed by the boy's mother.The murder charge against Afridi comes just months after a Pakistani judicial commissioner overturned his conviction for his role in the bin Laden killing, which included, among other things, running a fake vaccination trial.
U.S. special forces killed the al Qaeda leader at an Abbottabad compound in May 2011.The vaccination effort, according to allegations in a report filed with a Pakistani appeals court, was meant to collect bin Laden's DNA so the CIA could compare it with samples of bin Laden family DNA that it already had, but no one at his Abbottabad compound agreed to be vaccinated.The report alleged that Afridi admitted receiving $75,800 from handlers for the vaccination effort.In 2012, senior U.S. officials told CNN that Afridi worked with the United States prior to the bin Laden raid, but was never asked to spy on Pakistan and was asked only to help locate al Qaeda terrorists posing a threat to both Pakistan and the United States.After Afridi's imprisonment, then-U.S. Secretary of State Hillary Clinton and then-U.S. Defense Secretary Leon Panetta called for his release."
554,"Her father left when she was 6, and she was raised as a Christian.The court had warned her to renounce her Christianity by May 15, but she held firm to her beliefs.Sudanese Parliament speaker Fatih Izz Al-Deen said claims that Ibrahim was raised as non-Muslim are untrue.She was raised in an Islamic environment, and her brother, a Muslim, filed the complaint against her, according to Al-Deen.The complaint alleges that she went missing for several years, and her family was shocked to find out she married a Christian, according to her lawyer.However, because her father was Muslim, the courts considered her one too, which would mean her marriage to a non-Muslim man is void.Attempts to contact Sudan's justice minister and foreign affairs minister for comment were unsuccessful.100 lashesIn addition to the death sentence, the court convicted Ibrahim of adultery and sentenced her to 100 lashes.The Parliament speaker has said the verdict is not final and will go through all the judicial stages to reach the constitutional court.Worldwide condemnationRights groups and foreign embassies worldwide condemned the verdict."
555,"(CNN) -- If this long-delayed and blatantly pandering CGI malarkey is anything to go by, Hollywood's current craze for fairy tales isn't going to have a happy ending.Originally slated for release last spring, ""Hansel and Gretel: Witch Hunters"" was ostensibly pushed back to take advantage of Jeremy Renner's rising star (he had ""The Bourne Legacy"" and ""Avengers"" coming out in the summer).Renner is entitled to cash in on his ""Hurt Locker"" acclaim and make a living like anybody else, but I'll bet he was more animated cashing his check than he is as a gun-toting medieval witch slayer, the little boy from Grimm's fairytale grown up with a chip on his shoulder and an inexplicable American accent (which is shared by his ""sis,"" Gemma Arterton's leather-clad Gretel, but no one else in this neck of the woods).Hansel is also inflicted with diabetes -- ""sugar sickness"" -- and periodically slumps into a coma until he self-administers an injection through his britches."
556,"(CNN) -- Bahraini authorities have released more than 140 detainees, including two ranking former opposition members of Parliament and a prominent opposition lawyer, government officials said.The two former MP's are members of the largest Shiite opposition group, Al-Wefaq, which resigned from Parliament in February over the killing of pro-reform protesters, most of whom were Shiites.Former Al Wefaq MPs Matar Matar and Jawad Fairuz were ""tortured"" while in the custody of Bahraini national security forces, Matar said.
Matar is not sure if he or Fairuz face further court hearings.Scores of detainees, including at least two women, went on hunger strikes to protest their continued detention without trial, activists said.Protests demanding political reform and greater freedoms for the Shiite majority began on February 14.Police turned teargas and firearms on protesters, who had occupied the Pearl Roundabout, an iconic landmark.Thirty-three people have died since the unrest began, activists say."
557,"A doctor said in a police interview two days after the death that a sleepless Jackson begged Murray for propofol the day he died, a police detective testified.While Murray told police he eventually gave Jackson propofol, the defense lawyer suggested that it could be that a frustrated Jackson poured the fatal dosage into his juice and drank it.Jackson had depended on propofol to put him to sleep almost every night in the previous weeks as he was preparing for his ""This Is It"" comeback concerts, but Murray began to wean him off the surgical anesthetic two nights earlier, Murray told police.Los Angeles Police Detective Orlando Martinez testified at the preliminary hearing about what the doctor told him two days after Jackson's death.Several doses of two sedatives Murray used in place of propofol still hadn't put Jackson to sleep after several hours on the morning of June 25, 2009, Murray said, according to Martinez.""Mr."
558,"A psychiatrist who treated Wright after the stabbing, an expert on Battered Woman Syndrome, and a former girlfriend of the victim who had pressed assault charges against him were all known and available to the defense but inexplicably never testified, Wice argued in his appeal.Wice attributed his client's sentence to rookie defense attorneys who were ""steamrolled"" by a veteran prosecutor.Former Assistant District Attorney Kelly Siegler, who tried the case, propelled the trial into the media spotlight with a dramatic courtroom re-enactment of the stabbing on the Wrights' marital bed.Straddling a tied-down colleague on the actual bloodstained mattress, weapon in hand, Siegler demonstrated the State's version of the killing.Prosecutors took a more measured approach this week, avoiding sexual innuendo but maintaining that the victim was tied to the bed during the attack.Harris County Deputy Chief Medical Examiner Dwayne Wolf and lead investigator Mark Reynolds both testified that apparent ligatures were found on the victim's wrists.Explicit photographs of the victim's wound-riddled body were displayed for jurors, with defense attorney Jonathan Munier describing the man as a ""leaking sieve"" from injures ranging from his head to his genitals and legs.Wolf also said cocaine was found in the victim's system, and several witnesses testified to his occasional drug use, which defense attorney say may have rendered him aggressive.Wright testified in 2004 her husband regularly abused her and that she experienced a break with reality when the stabbing occurred.Prosecution witnesses this week also testified to the defendant's apparent clean-up of the scene and elaborate lies during the six days leading up to the discovery of her husband's body.The 34-year-old was found buried in the backyard of the couple's home."
559,"PENSACOLA, Florida (CNN)  -- Three suspects are in custody, including two who face murder charges, in what the local sheriff called a ""multifaceted""  investigation into the killings of a Gulf Coast couple known for adopting special-needs children.Byrd and Melanie Billings were found shot to death Thursday night in their home near Pensacola, Florida.Wayne Coldiron and Leonard Patrick Gonzalez Jr. are facing murder charges in the Thursday night shooting deaths of Byrd and Melanie Billings, said Sheriff David Morgan of Escambia County.Coldiron, 41, surrendered to investigators Sunday and Gonzalez was arrested in neighboring Santa Rosa County on Sunday evening, Morgan said.Gonzalez's age was not immediately released.The sheriff was in the middle of announcing Coldiron's arrest to reporters when detectives informed him that Gonzalez was in custody."
560,"(CNN)Two potential Republican presidential candidates criticized the White House for failing to send representatives to the unity rally in Paris, where world leaders were among at least 3.7 million people who marched in solidarity after last week's terror attacks.Sen.
Attorney General Eric Holder was in Paris attending a summit on fighting terrorism, but he was also nowhere to be seen at the march.Rubio, who's releasing a new book ""American Dreams"" as he considers a presidential bid, said he understands why President Barack Obama did not attend, arguing that his security detail could become ""disruptive"" at an event like the rally.But he suggested Holder or Kerry should have gone."
561,"The night winds and dry sand prevent the rest.
The water storms through the dune valley, but the dunes stop its advance.
It pushes forward and gathers into small lakes at the base of the dunes but often quickly dries up.In a few spots, the water remains, forming shallow marshlands called ""vlei"" (pronounced ""vlay"") that support trees, birds, frogs and other small wildlife.
Visitors stay at lodges and campgrounds in Sesriem, the settlement outside the park (see accommodation information below).In the darkness before dawn, they drive the 60-kilometer (37-mile) road from Sesriem and line up at the entrance gate, then gingerly navigate the rough road about 5 more kilometers to the first dunes."
562,"And most of them probably can't afford to play, anyway.Still, they line up to place their dollars on the counter, all for a snowball's chance at an instant miracle, even as that miracle has gotten harder to attain.Lotteries and games of chance such as the Mega Millions, or more traditional casinos, have come in vogue among politicians seeking to raise revenues without raising taxes.This seems like a net win all around — players receive the entertainment of playing and we all enjoy the benefits of higher funding for schools or other public works.Unfortunately the reality is not so rosy.Related: You won the big one -- now what?Those in poverty or near poverty not only are more likely to play the lottery than those with greater means, they also spend a larger percent of their money on average on these games of chance.Some have argued that this may not be such a bad thing if the poor basically play the lottery as a cheap form of entertainment.However, when we look for the telltale signs of entertainment behavior, they are absent.We don't see evidence that changes in the availability or price of other entertainment, movies for example, lead to changes in lotto purchases.Rather, we find there are big jumps in lottery purchases when the poverty rate increases, when unemployment increases, or when people enroll on welfare.Lottery playing among the poor is a Hail Mary investment strategy — a small ray of hope among the hopeless.But this false hope is, by design, an attempt to lure the emotional decision-maker."
563,"""The airman -- who belongs to the base's 50th Security Forces Squadron -- locked himself around 10 a.m. inside a building where personnel get paperwork and equipment before being deployed, said Lt. Marie Denson, a spokeswoman at the Colorado Springs base.Soon thereafter, that building and the surrounding area was evacuated.
Mental health professionals were also on site, Denson said.The airman ""is currently facing legal action in a civilian court as well as disciplinary action and possible discharge from the Air Force,"" Hoang said.The base said in a statement Tuesday that Santos is awaiting sentencing in Gilpin County on unrelated charges earlier this year."
564,"""He bested a field of finalists that included Notre Dame linebacker Manti Te'o and Kansas State quarterback Collin Klein.Roland Martin: The legend of ""Johnny Football"" growsManziel amassed 43 touchdowns rushing and passing this year, and his 4,600 yards smashed the Southeastern Conference record for total offense.But beyond the numbers, what put Manziel on the map was his play in Texas A&M's improbable November win against Alabama, ranked No.1 in the nation at the time.The Aggies were thought not to have much chance of success in the first season in the SEC, but largely because of Manziel's play, they finished the regular season 10-2 and will be playing Oklahoma in the Cotton Bowl on January 4.In smashing through the underclassman barrier, Manziel achieved a feat that eluded past freshman stars Georgia's Herschel Walker, Virginia Tech's Michael Vick and Oklahoma's Adrian Peterson."
565,"And it is betting a big stack of their dwindling chips that both new users and diehard ""CrackBerry"" devotees will agree.On Wednesday, Research in Motion (who would simply be named BlackBerry by the time the event ended) unveiled BlackBerry 10, a top-to-bottom overhaul of its mobile operating system.With BlackBerry 10, struggling phone maker eyes comebackWith it came two new phones.
That's how BlackBerry CEO Thorsten Heins touted his two new phones.Specifically, with white virtual keys and a black background, it's one that will be familiar to users of other smartphones, who BlackBerry hopes to woo back home, as well as the brand's current fans.
""BlackBerry 10 has built a full touchscreen experience that even physical keyboard diehards will love.
""""The Z10 is really the future vision,"" he said.The Z10 may not signal the end of the physical keyboard on smartphones, he said."
566,"At least one country will leave the eurozone in the next five years, according to a survey of central bank reserve managers who collectively control more than $8,000bn.The results of the poll, conducted by UBS, highlight the concern among some of the world's top central bank officials ahead of the Greek election this weekend that is widely seen as a pivotal moment for the future of the single currency.UBS surveyed more than 80 central bank reserve managers, sovereign wealth funds and multilateral institutions with more than $8,000bn in assets at its annual seminar for sovereign institutions.
A small minority said that the euro would no longer exist by the end of the year.In contrast, the central banks and SWF mangers were more bullish on the prospects for gold."
567,"(CNN) -- Actress Salma Hayek has been named a knight of the Legion of Honour in France, according to an official government publication.Hayek, 45, is a Mexican-born actress and producer.
The notice in the Official Journal of the French government does not elaborate on why she is being honored, but cites her as an ""active member of charities, 23 years of services.
""The legion is France's highest national decoration and ""rewards the outstanding merits of citizens in all walks of life, regardless of social, economic or hereditary backgrounds,"" according to the website of the Grand Chancellery of the Legion of Honour."
568,"Sao Paulo, Brazil (CNN) -- Brazilian President Dilma Rousseff won a hotly contested runoff election on Sunday.With more than 99% of votes counted, the incumbent Rousseff had 51.59% of the vote, according to official results.
She took a lot of political flack over how public money was spent.The President defeated Neves, a 54-year-old economist, who is a well-known name and a career politician.
His campaign slogan promised reforms to lower inflation and encourage more investment in the country: ""The sure path for Brazil to really change.
""The pro-business candidate belongs to the Brazilian Social Democratic Party, one of the country's strongest.Shasta Darlington reported from Sao Paulo."
569,"That includes their leaders' publicly stated opposition to abortion.The cases present a complex mix of legal, regulatory, and constitutional concerns-- over such hot-button issues as faith, abortion, corporate power, executive agency discretion, and congressional intent.Political stakesThe political stakes are large, especially for the future effectiveness of Obamacare, which marks its fourth anniversary this week.The botched rollout of HealthCare.gov, the federal site where consumers can sign up for insurance, has become another political flashpoint.Republicans claim the law, approved by Congress without their support, is unworkable and are campaigning furiously against it in this year's midterm elections.The church-state issue now in the spotlight involves three-pronged rules negotiated last year between the Obama administration and various outside groups.Under the changes, churches and houses of worship are exempt from the contraception mandate.Other nonprofit, religiously affiliated groups, such as church-run hospitals, parochial schools and charities like the Little Sisters of the Poor, must either offer coverage, or have a third-party insurer provide separate benefits without the employer's direct involvement.Lawsuits in those cases are pending in several federal appeals courts.For-profit businesses in spotlightThe Hobby Lobby and Conestoga claims are in yet another Obamacare category: for-profit corporations claiming a religion-based exemption.These suits follow the high court's decision two years ago that narrowly upheld the key funding provision of the health care law, a blockbuster ruling affirming that most Americans would be required to purchase insurance or pay a financial penalty, the so-called individual mandate.The constitutional debate shifts to the separate employer mandates and whether corporations themselves enjoy the same First Amendment rights as individuals.Three federal appeals courts have struck down the contraception coverage rule, while two others have upheld it."
570,"You're not seeing the world; you're seeing a world ... an internal map of value-relations derived from interactions within a particular, narrow context.Another essential point about illusions implied in my TED talk is that they reveal our amazing capacity to entertain mutually exclusive internal realities simultaneously.Learn what TED is all aboutFor instance, while looking at one of my color illusions (say the multicolored cube) you're aware of one reality: that two tiles look very different, while simultaneously being aware of an opposite reality: that the two tiles are in fact physically the same.This capacity to be an observer of yourself is phenomenal and possibly unique to humans."
571,"Washington (CNN) -- Could former U.S. State Department contractor Alan Gross be part of a new prisoner swap?Two Cubans convicted of spying in the United States are pushing for the deal.
However, State Department officials say they are taking steps to ensure that Gross is returned to the United States.
The Cuban intelligence agents were tried transparently under due process rights that we extend to all defendants in our judicial system,"" a State Department spokesman said in an e-mail to CNN.
The Cuban government said they were gathering intelligence to prevent terrorist attacks against Cuba.The apparent U.S. reluctance to pursue a swap hasn't stopped the Cuban government from pushing for it and saying that it would be open to discussing the matter with the United States."
572,"""Residents of the North Mountain Shadows and Peregrine communities in Colorado Springs were ordered to leave their homes, authorities said.Multiple structures in North Mountain Shadows were being affected by the Waldo Canyon Fire, officials said Tuesday night.Colorado Springs set a record high of 101 on Tuesday as firefighters contended with brutal conditions, including ash falling on highways and neighborhoods.
""The fire is moving,"" said Rys-Sikora.The U.S. Air Force Academy in Colorado Springs issued an evacuation order for about 700 residents in its Pine Valley Housing and 1,400 in Douglass Valley Housing, said public affairs officer John Van Winkle.The academy's powered flight, glider and parachuting operations were called off Saturday so that the U.S. Forest Service could use runways for helicopters used to fight fires along Colorado's Front Range, Van Winkle said.The academy's Class of 2016, all 1,045 cadets, will arrive Thursday.Town hall meetings about the Waldo Canyon Fire have drawn hundreds of concerned Colorado Springs residents."
573,"No matter, says Liu, his niece has a good job.Welcome to Shanghai's marriage market.Each weekend, mothers, fathers and, in Liu's case, concerned uncles, come to a sun-dappled corner of Shanghai's People's Park to find Mister or Miss Right for their children.Some write posters by hand listing their offsprings' vital statistics -- height, age, income, education and their hukou or registered hometown -- and pin them to umbrellas or shopping bags.
Plus, many of China's unmarried men live in the countryside.Distance is no obstacle to the parents' matchmaking ambitions, nor is their children's consent.One mother displays a handwritten A4-sized poster in a clear plastic wallet seeking a match for her 36-year-old daughter, who works as an accountant in Toronto."
574,"""""The ongoing investigation by agents ... has not uncovered any evidence to indicate Brunn's death was anything other than a suicide,"" the state investigative bureau said.Georgia Department of Corrections spokeswoman Kristen Stancil had said that Brunn was found unresponsive at 4:15 p.m. Thursday in his cell at Georgia Diagnostic and Classification Prison in Jackson, and was pronounced dead at a hospital at 5:37 p.m.In a Cherokee County courthouse on Tuesday, Brunn pleaded guilty to a charge of murder in the death of young Jorelys Rivera in Canton, about 40 miles north of Atlanta.
""Canton Police Chief Jeff Lance ""stepped down"" on Thursday after an audit probing his department's handling of the case, police department spokeswoman Candy Worth told CNN on Friday."
575,"LONDON, England (CNN) -- The family of a British soldier serving in Afghanistan has been forced from their home after a poisonous spider hitched a ride back with him and apparently killed their pet dog.The camel spider's bite is not deadly to humans but can kill small animals.Lorraine Griffiths and her three children, aged 18, 16, and 4, moved out of their house in Colchester, southeast England, and are refusing to return until the spider is apprehended, the UK Press Association reported.Griffiths told the East Anglian Daily Times that the spider appeared after her husband, Rodney, returned from a four-month tour of duty in Helmand province, the arid southern Afghan frontline in the fight against Taliban extremists."
576,"Last year's winning constructor's Brawn GP have been taken over by Mercedes, while BMW Sauber have reverted back to being the Sauber team, although they have to retain the BMW title for this season due to legal obligations.Meanwhile, there is also no place on the grid for the proposed Serbian-backed Stefan GP team, who had been hoping to gain a late entry in place of US F1.An official FIA statement read: ""The US F1 Team have indicated they will not be in a position to participate in the 2010 FIA Formula One world championship.
Jarno Trulli It Lotus Racing   18.
Timo Glock Ger Virgin Racing   24."
577,"Jacob Lew, deputy secretary of state for management and resources also testified Wednesday.McChrystal told CNN on Wednesday that U.S., Afghan and NATO forces need to cut off the Taliban insurgency from the Afghan people by establishing ""security zones"" that will gradually expand to encompass more and more territory.
And Afghanistan President Hamid Karzai on Tuesday said that the country will need help financing their own military and police forces for the next 10 to 15 years.Worried about billions of dollars in costs and the longevity of the commitment to Afghanistan, Sen. Richard Lugar, R-Indiana, asked Petraeus to explain whether 15 years would be necessary and how much money it could cost.If Afghanistan attained the ""aspirational"" goal of 400,000 army and police members, it could cost about $10 billion a year to support, Petraeus said."
578,"New York (CNN) -- A 21-year-old Hofstra University junior was fatally shot early Friday in an exchange of gunfire between a suspected home invader and police who came to the house, officials said.Andrea Rebello lived with her twin sister in an off-campus house in Uniondale, New York.
Armed robbery was believed to be the motive for the home invasion.Andrea's high school principal, Carol Conklin-Spillane, said the girls' home community in Westchester, New York, was heartbroken.She described Andrea as a fun-loving, personable and self-aware young woman.
""Conklin-Spillane said while on her way to Sleepy Hollow High School in New York she heard a student had been killed."
579,"""Both teams and their fans are cold weather clubs, accustomed to the frozen tundra of Lambeau Field in Green Bay, Wisconsin, and Heinz Field in Pittsburgh, Pennsylvania.iReport: Planning for a Super Bowl road trip?But as a massive winter storm sweeps across the nation's heartland, up to 500 Dallas flights are expected to be canceled, said airport spokesman David Magana, making re-bookings difficult for those with early travel plans.With more than 30 states under winter storm warnings or blizzard warnings, air traffic came to a halt in some places.Dallas and Houston in Texas and Chicago, Illinois, are feeling the most impact, said FAA spokeswoman Tammy Jones.Transport personnel had reopened one runway at Dallas-Fort Worth airport by Tuesday afternoon, authorities said.Meanwhile, Dallas Love Field Airport was down to one open runway, according to the FAA.Forecasters say the sub-freezing temperatures will let up Friday, reaching highs of 42 degrees.But Super Bowl XLV, scheduled to begin Sunday at 6:30pm ET, is expected to draw thousands of fans to the Texan gridiron in search of warmer weather.Forecasters say Dallas temperatures will bump up to a high of 61 degrees by game day.While not exactly balmy conditions, the warm weather Super Bowl tradition could more abruptly end three years from now.The New Meadowlands Stadium, co-owned by the New York Giants and Jets, won the bid to host Super Bowl XLVIII in East Rutherford, New Jersey.Fans may be forced to don winter gloves underneath their foam fingers in what could be the nation's first true cold-weather classic in 2014.The big game is customarily played in either domed stadiums or warm weather states.The 1967 ""Ice-Bowl,"" in which the Packers edged out a 21-17 win over the Dallas Cowboys, was played in frigid temperatures at Lambeau Field in the 35th National Football League championship game.Green Bay then traveled to Los Angeles to defeat the Kansas City Chiefs 35-10 in the very first Super Bowl."
580,"The United Nations estimates at least 9,000 people have died since the protests began, while others put the death toll at more than 11,000.Analysis: U.N. observer mission won't change endgameCNN cannot independently verify reports of violence and deaths, as the government has severely restricted access by international media.The United States and the United Nations have slammed the crackdown, and there have been international calls for Syrian President Bashar al-Assad to leave office.Russia, long a staunch ally of Syria, and China have thwarted tough Security Council action against Damascus, including calls for the president to step down.After those countries vetoed a U.N. Security Council resolution in February, the United States, Arab nations, Turkey and other groups formed Friends of the Syrian People, an initiative to bring democratic change to the nation.The group backs the efforts of the Syrian National Council -- an opposition movement with strong backing among Syrian activists and citizens -- and other opposition groups to pursue a democratic system.Representatives from one opposition group, the National Coordination Committee for Democratic Change, visited Russia on Tuesday.The group's leader, Hasan Abdul Azim, said the Annan plan is the ""last chance"" for peace in Syria, Russian media reported."
581,"""If my corner store can say [to a customer online], 'Yes, I just got five rickshaw bags in stock and you wanted one -- you can just walk down here and get it,' it's a chance to change competition and commerce,"" he said.On sites like Twitter, Gowalla and Foursquare, Google Buzz and Facebook, status updates already exist as elements of a real-time Web.Developers note that the speed with which information travels on the Internet is already dramatically faster than it was just a couple of years ago -- before Twitter and location-based apps existed and before Facebook became a worldwide phenomenon.
But that can sometimes take awhile, particularly on smaller Web sites.Then, there needs to be a universal system for pushing that information to the right people.Obasanjo suggested there may eventually be a way for every new page of data on the Internet to have hashtags (#) similar to the ones used on Twitter to denote that a post is about a particular topic.On the issue of privacy, Slatkin said developers could roll out a way for a person to set their online privacy settings in one place then have those settings apply on every Web site."
582,"(CNN) -- Sudanese President Omar al-Bashir says he will accept the results of a referendum this month that could see the country split in two.Al-Bashir said ""peace is our ultimate goal"" with southern Sudan, which could become an independent state after the January 9 vote.
""Our acceptance of the final results will not be withdrawn or hesitated about,"" he said, ""because the peace is our ultimate goal in our relationships with our southern brothers, even if they choose a path other than unity.
""The referendum is part of a 2005 peace agreement that ended two decades of violence between the north and oil-rich south.
The conflict led to the deaths of 2 million people, many from starvation.The impending vote has sparked fears of renewed violence.Al-Bashir has been leader of Sudan since 1989."
583,"(CNN) -- Kenya's Patrick Makau set a new world record for the marathon in Berlin Sunday as previous record holder Haile Gebrselassie of Ethiopia failed to finish.Makau led home a Kenyan 1-2-3 in a time of two hours three minutes 38 seconds, shaving 21 seconds off the record set in the corresponding race in the German capital three years ago by Gebrselassie.Stephen Kwelio Chemlany took second with Edwin Kimaiyo placing third.Gebrselassie, 38, was prominent until the 35km mark before dropping out, just as he had done in the New York marathon last November.He was trying to gain a qualifying time for the 2012 London Olympics and will now target the Dubai marathon early next year to achieve his aim.Makau, 26, was successfully defending his Berlin crown, with the added bonus of taking the world record on a traditionally fast course.Kenya's Florence Kiplagat won the women's race in two hours 19 minutes and 43 seconds with Germany's Irina Mikitenko in second place.Britain's world record holder Paula Radcliffe finished third on her comeback to marathon after giving birth to her second child and a series of injuries.Her time of two hours 23 minutes 46 minute was over eight minutes slower than her world's best but qualifies her for the Olympics on home soil."
584,"In recent years, a number of people not in contact with hospitals have presented with the disease, which is a leading cause of severe skin infections in the United States.VREF, which stands for vancomycin-resistant Enterococcus faecium, mainly arises in hospitals and infects people in critical care units.Both so-called superbugs can cause lethal infections and are resistant to antibiotics.There were no known cases of this type of MRSA in Colombia before 2005, and no cases of VREF before 2001, the study said.But a total of 15 MRSA infections have been reported in Colombia in recent years and some 50 cases of VREF have been identified since it was first documented in the country.The MRSA strain has also been found in Ecuador and Venezuela.For some reason, the bacteria in South America are acting in a similar way as their genetic forebears in the United States, Arias, who is an assistant professor of infectious diseases at the UT Medical School at Houston, said.They are becoming more resistant and spreading the same way, Arias explained."
